station_cd1,station_cd2
1160705,1160706
1160706,1160707
1160707,1160708
1160708,1160709
1160709,1160710
1160710,1160711
1160711,1160712
1160712,1160713
1160713,1160714
1160714,1160715
1160715,1160716
1160716,1160717
1160717,1160718
1160718,1160719
1160719,1160720
1160720,1160721
1160721,1160722
1160801,1160802
1160802,1160803
1160803,1160804
1160804,1160822
1160805,1160806
1160806,1160807
1160807,1160808
1160808,1160809
1160809,1160810
1160810,1160811
1160811,1160812
1160812,1160813
1160813,1160814
1160814,1160815
1160815,1160816
1160816,1160817
1160817,1160818
1160818,1160819
1160819,1160820
1160820,1160823
1160822,1160805
1160823,1160821
1160901,1160902
1160902,1160918
1160903,1160904
1160904,1160905
1160905,1160906
1160906,1160907
1160907,1160908
1160908,1160909
1160909,1160910
1160910,1160911
1160911,1160912
1160912,1160913
1160913,1160914
1160914,1160915
1160915,1160916
1160916,1160919
1160918,1160903
1160919,1160917
1161001,1161002
1161002,1161003
1161003,1161004
1161004,1161005
1161005,1161006
1161006,1161007
1161007,1161008
1161008,1161009
1161009,1161010
1161010,1161011
1161011,1161012
1161012,1161013
1161013,1161014
1161014,1161015
1161015,1161016
1161016,1161017
1161017,1161018
1161018,1161019
1161019,1161020
1161101,1161102
1161102,1161103
1161103,1161104
1161104,1161105
1161105,1161106
1161106,1161107
1161107,1161131
1161108,1161109
1161109,1161110
1161110,1161111
1161111,1161112
1161112,1161113
1161113,1161114
1161114,1161115
1161115,1161130
1161116,1161117
1161117,1161118
1161118,1161119
1161119,1161120
1161120,1161121
1161121,1161122
1161122,1161123
1161123,1161124
1161124,1161125
1161125,1161126
1161126,1161127
1161127,1161129
1161129,1161128
1161130,1161116
1161131,1161108
1161201,1161202
1161202,1161203
1161203,1161204
1161204,1161205
1161205,1161206
1161206,1161207
1161207,1161208
1161208,1161209
1161209,1161210
1161210,1161211
1161211,1161212
1161212,1161213
1161213,1161214
1161214,1161215
1161215,1161216
1161216,1161217
1161217,1161218
1161218,1161219
1161219,1161220
1161220,1161221
1161221,1161222
1161222,1161223
1161223,1161224
1161224,1161225
1161225,1161226
1161226,1161227
1161227,1161228
1161228,1161229
1161229,1161230
1161230,1161231
1161231,1161232
1161232,1161233
1161233,1161234
1161234,1161235
1161235,1161236
1161236,1161237
1161301,1161302
1161401,1161416
1161402,1161403
1161403,1161404
1161404,1161405
1161405,1161406
1161406,1161407
1161407,1161408
1161408,1161409
1161409,1161410
1161410,1161411
1161411,1161412
1161412,1161413
1161413,1161414
1161414,1161415
1161416,1161402
1161501,1161502
1161502,1161503
1161503,1161504
1161504,1161505
1161505,1161506
1161506,1161507
1161507,1161508
1161508,1161509
1161509,1161510
1161510,1161511
1161511,1161512
1161512,1161513
1161513,1161514
1161514,1161515
1161515,1161516
1161516,1161517
1161517,1161518
1161518,1161519
1161519,1161520
1161520,1161521
1161521,1161522
1161522,1161523
1161523,1161524
1161601,1161602
1161602,1161603
1161603,1161604
1161604,1161606
1161606,1161607
1161607,1161608
1161608,1161609
1161609,1161610
1161610,1161611
1161611,1161612
1161612,1161613
1161613,1161614
1161614,1161615
1161615,1161616
1161616,1161617
1161617,1161618
1161618,1161619
1161619,1161620
1161620,1161621
1161621,1161622
1161622,1161623
1161623,1161624
1161624,1161625
1161625,1161626
1161626,1161627
1161627,1161628
1161628,1161629
1161629,1161630
1161630,1161631
1161631,1161632
1161632,1161633
1161633,1161634
1161634,1161635
1161635,1161636
1161636,1161637
1161637,1161638
1161638,1161639
1161639,1161640
1161640,1161641
1161641,1161642
1161701,1161702
1161702,1161703
1161703,1161704
1161704,1161705
1161705,1161706
1161706,1161707
1161707,1161708
1161708,1161709
1161709,1161710
1161710,1161711
1161711,1161712
1161712,1161713
1161713,1161714
1161714,1161715
1161715,1161716
1161716,1161717
1161717,1161718
1161718,1161719
1161719,1161720
1161720,1161721
1161721,1161722
1161722,1161723
1161723,1161724
1161801,1161802
1161802,1161803
1161803,1161804
1161804,1161805
1161805,1161806
1161806,1161807
1161807,1161808
1161808,1161809
1161809,1161810
1161810,1161811
1161811,1161812
1161812,1161813
1161813,1161814
1161814,1161815
1161815,1161816
1161816,1161817
1161817,1161818
1161818,1161819
1161819,1161820
1161820,1161821
1162201,1162202
1162202,1162203
1162203,1162204
1162204,1162205
1162205,1162206
1162206,1162207
1162207,1162208
1162208,1162209
1162301,1162302
1162302,1162303
1162303,1162304
1162304,1162305
1162305,1162306
1162306,1162307
1162307,1162308
1162308,1162309
1162309,1162310
1162310,1162311
1162311,1162312
1162312,1162313
1162313,1162314
1162314,1162315
1162315,1162316
1162316,1162317
1162317,1162318
1162318,1162319
1162319,1162301
1162401,1162402
1162402,1162403
1162403,1162404
1162501,1162502
1162502,1162503
1162503,1162504
1162504,1162505
1162505,1162506
1162506,1162507
1162507,1162508
1162508,1162509
1162601,1162602
1162602,1162603
1162603,1162604
1162604,1162605
1162605,1162606
1162606,1162607
1162607,1162608
1162608,1162609
1162609,1162610
1162610,1162611
1162611,1162612
1162612,1162613
1162613,1162614
1162614,1162615
1162615,1162616
1162616,1162617
1162617,1162618
1162618,1162619
1162619,1162620
1162620,1162621
1162621,1162622
1162622,1162623
1162623,1162624
1162624,1162625
1162625,1162626
1162626,1162627
1162627,1162628
1162628,1162629
1162629,1162630
1162630,1162631
1162631,1162632
1162632,1162633
1162633,1162634
1162634,1162635
1162701,1162702
1162801,1162802
1162802,1162803
1162901,1162902
1162902,1162903
1162903,1162904
1162904,1162905
1162905,1162906
1162906,1162907
1162907,1162908
1162908,1162909
1162909,1162910
1162910,1162911
1162911,1162912
1162912,1162913
1162913,1162914
1162914,1162915
1162915,1162916
1162916,1162917
1162917,1162918
1162918,1162919
1162919,1162920
1162920,1162921
1162921,1162922
1162922,1162923
1163001,1163002
1163002,1163003
1163003,1163004
1163004,1163005
1163005,1163006
1163006,1163007
1163007,1163008
1163008,1163009
1163009,1163010
1163101,1163102
1163102,1163103
1163103,1163104
1163104,1163105
1163105,1163106
1163106,1163107
1163107,1163108
1163108,1163109
1163109,1163110
1163110,1163111
1163111,1163112
1163112,1163113
1163113,1163114
1163114,1163115
1163115,1163116
1163116,1163117
1163117,1163118
1163118,1163119
1163119,1163120
1163120,1163122
1163122,1163121
1163201,1163202
1163202,1163203
1163203,1163204
1163204,1163205
1163205,1163206
1163206,1163207
1163207,1163208
1163208,1163209
1163209,1163210
1163210,1163211
1163211,1163212
1163212,1163213
1163213,1163214
1163214,1163215
1163215,1163216
1163216,1163217
1163217,1163218
1163218,1163219
1163219,1163220
1163220,1163221
1163301,1163302
1163302,1163303
1163303,1163304
1163304,1163305
1163305,1163306
1163306,1163307
1163307,1163308
1163308,1163309
1163309,1163310
1163310,1163311
1163311,1163312
1163401,1163402
1163402,1163403
1163403,1163404
1163404,1163405
1163405,1163406
1163406,1163407
1163407,1163408
1163408,1163409
1163409,1163410
1163410,1163411
1163411,1163412
1163412,1163413
1163413,1163414
1163414,1163415
1163415,1163416
1163416,1163417
1163417,1163418
1163418,1163419
1163419,1163420
1163420,1163421
1163421,1163422
1163422,1163423
1163423,1163424
1163424,1163425
1163501,1163502
1163502,1163503
1163503,1163504
1163504,1163505
1163505,1163506
1163506,1163507
1163507,1163508
1163508,1163509
1163509,1163510
1163510,1163511
1163511,1163512
1163512,1163513
1163513,1163514
1163514,1163515
1163515,1163516
1163516,1163517
1163517,1163518
1163601,1163602
1163602,1163603
1163603,1163604
1163604,1163605
1163605,1163606
1163606,1163607
1163607,1163608
1163608,1163609
1163609,1163610
1163610,1163611
1163611,1163612
1163612,1163613
1163613,1163614
1163614,1163615
1163615,1163616
1163616,1163617
1163617,1163618
1163618,1163619
1163619,1163620
1163620,1163621
1163621,1163622
1163622,1163623
1163623,1163624
1163624,1163625
1163625,1163626
1163626,1163627
1163627,1163628
1163628,1163629
1163629,1163630
1163630,1163631
1163631,1163632
1163632,1163633
1163633,1163634
1163634,1163635
1163635,1163636
1163701,1163702
1163702,1163703
1163703,1163704
1163704,1163705
1163705,1163706
1163706,1163707
1163707,1163708
1163708,1163709
1163709,1163710
1163710,1163711
1163711,1163712
1163712,1163713
1163713,1163714
1163901,1163902
1163902,1163903
1163903,1163904
1163904,1163905
1163905,1163906
1163906,1163907
1163907,1163908
1163908,1163909
1163909,1163910
1163910,1163911
1163911,1163912
1163912,1163913
1163913,1163914
1163914,1163915
1163915,1163916
1163916,1163917
1163917,1163918
1163918,1163919
1163919,1163920
1163920,1163921
1163921,1163922
1163922,1163923
1163923,1163924
1163924,1163925
1163925,1163926
1163926,1163927
1163927,1163928
1163928,1163929
1163929,1163930
1163930,1163931
1163931,1163932
1163932,1163933
1163933,1163934
1163934,1163935
1163935,1163936
1163936,1163937
1163937,1163938
1163938,1163939
1163939,1163940
1163940,1163941
1163941,1163942
1163942,1163943
1163943,1163944
1163944,1163945
1163945,1163946
1163946,1163947
1163947,1163948
1163948,1163949
1163949,1163950
1163950,1163951
1163951,1163952
1163952,1163953
1163953,1163954
1164001,1164002
1164002,1164003
1164101,1164102
1164102,1164103
1164103,1164104
1164104,1164105
1164105,1164108
1164106,1164107
1164108,1164106
1164109,1164110
1164110,1164111
1164111,1164112
1164112,1164113
1164113,1164114
1164114,1164101
1170101,1170102
1170102,1170103
1170103,1170104
1170104,1170105
1170105,1170106
1170106,1170107
1170107,1170108
1170108,1170109
1170109,1170110
1170110,1170111
1170111,1170112
1170112,1170113
1170113,1170114
1170114,1170115
1170115,1170116
1170116,1170117
1170117,1170118
1170118,1170119
1170119,1170120
1170120,1170121
1170121,1170122
1170122,1170123
1170123,1170124
1170124,1170125
1170125,1170126
1170126,1170127
1170127,1170128
1170128,1170129
1170129,1170130
1170130,1170131
1170131,1170132
1170132,1170133
1170133,1170134
1170134,1170135
1170135,1170136
1170136,1170137
1170137,1170138
1170138,1170139
1170139,1170140
1170140,1170141
1170141,1170142
1170142,1170143
1170143,1170144
1170144,1170145
1170201,1170202
1170202,1170203
1170203,1170204
1170204,1170205
1170205,1170206
1170206,1170207
1170207,1170208
1170208,1170209
1170209,1170210
1170210,1170211
1170211,1170212
1170212,1170213
1170213,1170214
1170214,1170215
1170215,1170216
1170216,1170217
1170217,1170218
1170218,1170219
1170219,1170220
1170220,1170221
1170221,1170222
1170222,1170223
1170223,1170224
1170224,1170225
1170225,1170226
1170226,1170227
1170227,1170228
1170228,1170229
1170229,1170230
1170230,1170231
1170231,1170232
1170232,1170233
1170233,1170234
1170234,1170235
1170235,1170240
1170236,1170237
1170237,1170238
1170240,1170236
1170301,1170302
1170302,1170303
1170303,1170304
1170304,1170305
1170305,1170306
1170306,1170307
1170307,1170308
1170308,1170309
1170309,1170310
1170310,1170311
1170311,1170312
1170312,1170313
1170313,1170314
1170314,1170315
1170315,1170316
1170316,1170317
1170317,1170318
1170318,1170319
1170319,1170320
1170320,1170321
1170321,1170322
1170322,1170323
1170323,1170324
1170324,1170325
1170325,1170326
1170326,1170327
1170327,1170328
1170328,1170329
1170329,1170330
1170330,1170331
1170331,1170332
1170332,1170333
1170401,1170402
1170402,1170403
1170403,1170404
1170404,1170405
1170405,1170406
1170406,1170407
1170407,1170408
1170408,1170409
1170409,1170410
1170410,1170411
1170411,1170412
1170412,1170413
1170413,1170414
1170414,1170415
1170415,1170416
1170416,1170417
1170417,1170418
1170418,1170419
1170419,1170420
1170501,1170502
1170502,1170503
1170503,1170504
1170504,1170505
1170505,1170506
1170506,1170507
1170507,1170508
1170508,1170509
1170509,1170510
1170510,1170511
1170511,1170512
1170512,1170513
1170513,1170514
1170514,1170515
1170515,1170516
1170601,1170602
1170602,1170603
1170603,1170604
1170604,1170605
1170605,1170606
1170606,1170607
1170607,1170608
1170608,1170609
1170609,1170610
1170610,1170611
1170611,1170612
1170612,1170613
1170613,1170614
1170614,1170615
1170615,1170616
1170616,1170617
1170617,1170618
1170701,1170702
1170702,1170703
1170703,1170704
1170704,1170705
1170705,1170706
1170706,1170707
1170707,1170708
1170708,1170709
1170709,1170710
1170710,1170711
1170711,1170712
1170712,1170713
1170713,1170714
1170714,1170715
1170715,1170716
1170716,1170717
1170717,1170718
1170718,1170719
1170719,1170720
1170720,1170721
1170721,1170722
1170722,1170723
1170723,1170724
1170724,1170725
1170725,1170726
1170726,1170727
1170727,1170728
1170728,1170729
1170729,1170730
1170730,1170731
1170731,1170732
1170732,1170733
1170733,1170734
1170734,1170735
1170801,1170802
1170802,1170803
1170803,1170804
1170804,1170805
1170805,1170806
1170806,1170807
1170807,1170808
1170808,1170809
1170809,1170810
1170810,1170811
1170811,1170812
1170812,1170813
1170813,1170814
1170814,1170815
1170815,1170816
1170816,1170817
1170817,1170818
1170818,1170819
1170819,1170820
1170820,1170821
1170821,1170822
1170822,1170823
1170823,1170824
1170824,1170825
1170825,1170826
1170826,1170827
1170827,1170828
1170901,1170902
1170902,1170903
1170903,1170904
1170904,1170905
1170905,1170906
1170906,1170907
1170907,1170908
1170908,1170909
1170909,1170910
1170910,1170911
1170911,1170912
1170912,1170913
1170913,1170914
1170914,1170915
1171001,1171002
1171002,1171003
1171003,1171004
1171004,1171005
1171005,1171006
1171301,1171302
1171302,1171303
1171303,1171304
1171304,1171305
1171305,1171306
1171306,1171307
1171307,1171308
1171308,1171309
1171309,1171310
1171401,1171402
1171402,1171403
1171403,1171404
1171404,1171405
1171405,1171406
1171406,1171407
1171407,1171408
1171408,1171409
1171409,1171410
1171410,1171411
1171411,1171412
1171412,1171413
1171413,1171414
1171414,1171415
1171415,1171416
1171416,1171417
1171417,1171418
1171418,1171419
1171419,1171420
1171420,1171421
1171421,1171422
1171422,1171423
1171423,1171424
1171424,1171425
1171425,1171426
1171426,1171427
1171427,1171428
1171428,1171429
1171429,1171430
1171430,1171431
1171431,1171432
1171432,1171433
1171433,1171434
1171434,1171435
1171435,1171436
1171436,1171437
1171437,1171438
1171438,1171439
1171439,1171440
1171440,1171441
1171441,1171442
1171442,1171443
1171443,1171444
1171444,1171445
1171445,1171446
1171501,1171502
1171502,1171503
1171503,1171504
1171504,1171505
1171505,1171506
1171506,1171507
1171507,1171508
1171508,1171509
1171509,1171510
1171510,1171511
1171511,1171512
1171512,1171513
1171513,1171514
1171514,1171515
1171515,1171516
1171516,1171517
1171601,1171602
1171602,1171603
1171603,1171604
1171604,1171605
1171605,1171606
1171606,1171607
1171607,1171608
1171608,1171609
1171609,1171610
1171610,1171611
1171611,1171612
1171612,1171613
1171613,1171614
1171614,1171615
1171615,1171616
1171616,1171617
1171617,1171618
1171618,1171619
1171619,1171620
1171620,1171621
1171621,1171622
1171622,1171623
1171623,1171624
1171624,1171625
1171625,1171626
1171626,1171627
1171627,1171628
1171628,1171629
1171629,1171630
1171630,1171631
1171631,1171632
1171701,1171716
1171702,1171703
1171703,1171704
1171704,1171705
1171705,1171706
1171706,1171707
1171707,1171708
1171708,1171709
1171709,1171710
1171710,1171711
1171711,1171712
1171712,1171713
1171713,1171714
1171714,1171715
1171716,1171702
1172001,1172002
1172002,1172003
1172003,1172004
1172004,1172005
1172005,1172006
1172006,1172007
1172007,1172008
1172008,1172009
1172009,1172010
1172010,1172011
1172011,1172012
1172012,1172013
1172013,1172014
1172014,1172015
1172015,1172016
1172016,1172017
1172017,1172018
1172018,1172019
1172019,1172020
1172020,1172021
1172021,1172022
1172022,1172023
1172023,1172024
1172024,1172025
1172025,1172026
1172026,1172027
1172027,1172028
1172028,1172029
1172029,1172030
1172101,1172102
1172102,1172103
1172103,1172104
1172104,1172105
1172105,1172106
1172106,1172107
1172107,1172108
1172108,1172109
1172109,1172110
1172110,1172111
1172111,1172112
1172112,1172113
1172113,1172114
1172114,1172115
1172115,1172116
1172116,1172117
1172117,1172118
1172201,1172202
1172202,1172203
1172203,1172204
1172204,1172205
1172205,1172206
1172206,1172207
1172207,1172208
1172208,1172209
1172209,1172210
1172210,1172211
1172211,1172212
1172212,1172213
1172301,1172302
1172302,1172303
1172303,1172304
1172304,1172305
1172305,1172306
1172305,1172311
1172306,1172307
1172307,1172308
1172308,1172309
1172309,1172310
1172311,1172312
1172401,1172402
1172402,1172403
1172403,1172404
1172404,1172405
1172405,1172406
1172406,1172407
1172407,1172408
1172408,1172409
1172409,1172410
1172410,1172411
1172411,1172412
1172412,1172413
1172413,1172414
1172414,1172415
1172415,1172416
1180101,1180102
1180102,1180103
1180103,1180104
1180104,1180105
1180105,1180106
1180106,1180107
1180107,1180108
1180108,1180109
1180109,1180110
1180110,1180111
1180111,1180112
1180112,1180113
1180113,1180114
1180114,1180115
1180115,1180116
1180116,1180117
1180117,1180118
1180118,1180119
1180119,1180120
1180120,1180121
1180121,1180122
1180122,1180123
1180123,1180124
1180124,1180125
1180125,1180126
1180126,1180127
1180127,1180128
1180128,1180129
1180129,1180130
1180130,1180131
1180131,1180132
1180132,1180133
1180133,1180134
1180134,1180135
1180135,1180136
1180136,1180137
1180137,1180138
1180138,1180139
1180139,1180140
1180140,1180141
1180141,1180142
1180142,1180161
1180143,1180144
1180144,1180145
1180145,1180146
1180146,1180147
1180147,1180148
1180148,1180149
1180149,1180150
1180150,1180151
1180151,1180152
1180152,1180153
1180153,1180154
1180154,1180155
1180155,1180156
1180156,1180157
1180157,1180158
1180158,1180159
1180159,1180160
1180161,1180143
1180201,1180202
1180202,1180203
1180203,1180204
1180204,1180205
1180205,1180206
1180206,1180207
1180207,1180208
1180208,1180209
1180209,1180210
1180210,1180211
1180211,1180212
1180212,1180213
1180213,1180214
1180214,1180215
1180215,1180216
1180216,1180217
1180217,1180218
1180218,1180219
1180219,1180220
1180220,1180221
1180221,1180222
1180222,1180223
1180223,1180224
1180224,1180225
1180225,1180226
1180226,1180227
1180227,1180228
1180228,1180229
1180301,1180302
1180302,1180303
1180303,1180304
1180304,1180305
1180305,1180306
1180306,1180307
1180307,1180308
1180308,1180309
1180309,1180310
1180310,1180311
1180311,1180312
1180312,1180313
1180313,1180314
1180314,1180315
1180315,1180316
1180316,1180317
1180317,1180318
1180318,1180319
1180319,1180320
1180320,1180321
1180321,1180322
1180322,1180323
1180323,1180324
1180324,1180325
1180325,1180326
1180401,1180402
1180402,1180403
1180403,1180404
1180404,1180405
1180405,1180406
1180406,1180407
1180407,1180408
1180408,1180409
1180409,1180410
1180410,1180411
1180411,1180412
1180412,1180413
1180413,1180414
1180414,1180415
1180415,1180416
1180416,1180417
1180417,1180418
1180418,1180419
1180419,1180420
1180420,1180421
1180421,1180422
1180422,1180423
1180423,1180424
1180424,1180425
1180425,1180426
1180426,1180427
1180427,1180428
1180428,1180429
1180429,1180430
1180501,1180502
1180502,1180503
1180503,1180504
1180504,1180505
1180505,1180506
1180506,1180507
1180601,1180602
1180602,1180603
1180603,1180604
1180604,1180605
1180605,1180606
1180606,1180607
1180607,1180608
1180608,1180609
1180609,1180610
1180610,1180611
1180611,1180612
1180612,1180613
1180613,1180614
1180614,1180615
1180615,1180616
1180616,1180617
1180617,1180618
1180618,1180619
1180619,1180620
1180620,1180621
1180621,1180622
1180622,1180623
1180623,1180624
1180624,1180625
1180625,1180626
1180626,1180627
1180627,1180628
1180628,1180629
1180629,1180630
1180630,1180631
1180631,1180632
1180632,1180633
1180633,1180634
1180634,1180635
1180635,1180636
1180636,1180637
1180637,1180638
1180638,1180639
1180639,1180640
1180640,1180641
1180641,1180642
1180642,1180643
1180643,1180644
1180644,1180645
1180645,1180646
1180646,1180647
1180647,1180648
1180648,1180649
1180649,1180650
1180650,1180651
1180651,1180652
1180652,1180653
1180653,1180654
1180654,1180655
1180655,1180656
1180656,1180657
1180701,1180702
1180702,1180703
1180703,1180741
1180704,1180705
1180705,1180706
1180706,1180707
1180707,1180708
1180707,1180715
1180708,1180709
1180709,1180710
1180710,1180711
1180711,1180712
1180712,1180713
1180713,1180714
1180715,1180716
1180716,1180717
1180717,1180718
1180718,1180719
1180719,1180720
1180720,1180721
1180721,1180722
1180722,1180723
1180723,1180724
1180724,1180725
1180725,1180726
1180726,1180714
1180726,1180727
1180727,1180728
1180728,1180729
1180729,1180730
1180730,1180731
1180731,1180732
1180732,1180733
1180733,1180734
1180734,1180735
1180735,1180736
1180736,1180737
1180737,1180738
1180738,1180739
1180739,1180740
1180741,1180704
1180801,1180802
1180802,1180803
1180803,1180804
1180804,1180805
1180805,1180806
1180806,1180807
1180807,1180808
1180808,1180809
1180809,1180810
1180810,1180811
1180811,1180812
1180812,1180813
1180813,1180814
1180814,1180815
1180815,1180816
1180816,1180817
1180817,1180818
1180818,1180819
1180819,1180820
1180820,1180821
1180821,1180822
1190101,1190102
1190201,1190204
1190202,1190203
1190203,1190204
1190204,1190205
1190205,1190206
1190206,1190207
1190207,1190208
1190208,1190209
1190209,1190210
1190210,1190211
1190211,1190212
1190212,1190213
1190213,1190214
1190214,1190215
1190215,1190216
1190216,1190217
1190217,1190218
1190218,1190219
1190219,1190220
1190220,1190221
1190221,1190222
1190222,1190223
1190223,1190224
1190224,1190232
1190225,1190226
1190226,1190227
1190227,1190228
1190228,1190229
1190229,1190230
1190230,1190231
1190232,1190233
1190233,1190225
1190301,1190302
1190302,1190303
1190303,1190304
1190304,1190305
1190305,1190306
1190306,1190307
1190307,1190308
1190308,1190309
1190309,1190310
1190310,1190311
1190311,1190312
1190312,1190313
1190313,1190314
1190314,1190315
1190315,1190316
1190316,1190317
1190317,1190318
1190318,1190319
1190319,1190320
1190320,1190321
1190321,1190322
1190322,1190323
1190323,1190324
1190324,1190325
1190325,1190326
1190326,1190327
1190327,1190328
1190328,1190329
1190329,1190330
1190330,1190331
1190331,1190332
1190332,1190333
1190333,1190334
1190334,1190335
1190335,1190336
1190336,1190337
1190337,1190338
1190338,1190339
1190339,1190340
1190340,1190341
1190341,1190351
1190342,1190350
1190343,1190344
1190344,1190345
1190345,1190346
1190346,1190347
1190347,1190348
1190348,1190349
1190350,1190343
1190351,1190342
1190401,1190402
1190402,1190403
1190403,1190404
1190404,1190414
1190405,1190406
1190406,1190407
1190407,1190408
1190408,1190409
1190409,1190410
1190410,1190413
1190411,1190412
1190413,1190411
1190414,1190405
1190501,1190542
1190502,1190503
1190503,1190504
1190504,1190505
1190505,1190506
1190506,1190507
1190507,1190508
1190508,1190509
1190509,1190510
1190510,1190511
1190511,1190512
1190512,1190513
1190513,1190514
1190514,1190515
1190515,1190516
1190516,1190517
1190517,1190518
1190518,1190519
1190519,1190520
1190520,1190521
1190521,1190522
1190522,1190523
1190523,1190524
1190524,1190525
1190525,1190526
1190526,1190527
1190527,1190528
1190528,1190529
1190529,1190530
1190529,1190533
1190530,1190531
1190531,1190532
1190532,1190540
1190533,1190534
1190534,1190535
1190535,1190536
1190536,1190537
1190537,1190538
1190538,1190539
1190539,1190540
1190540,1190541
1190542,1190502
1190601,1190602
1190602,1190603
1190603,1190604
1190604,1190605
1190605,1190606
1190606,1190607
1190607,1190608
1190608,1190609
1190609,1190610
1190610,1190611
1190611,1190612
1190612,1190613
1190613,1190614
1190614,1190615
1190615,1190616
1190616,1190617
1190617,1190618
1190618,1190619
1190619,1190620
1190620,1190621
1190621,1190622
1190622,1190623
1190623,1190624
1190624,1190625
1190625,1190626
1190626,1190627
1190627,1190628
1190628,1190629
1190629,1190630
1190630,1190631
1190631,1190632
1190632,1190633
1190633,1190634
1190634,1190635
1190635,1190636
1190636,1190637
1190637,1190638
1190638,1190639
1190639,1190640
1190640,1190641
1190641,1190642
1190642,1190643
1190643,1190644
1190644,1190645
1190645,1190646
1190646,1190647
1190647,1190648
1190648,1190649
1190649,1190650
1190650,1190651
1190651,1190652
1190652,1190653
1190653,1190654
1190654,1190655
1190655,1190656
1190656,1190657
1190657,1190658
1190658,1190659
1190659,1190660
1190701,1190702
1190702,1190703
1190703,1190704
1190704,1190705
1190705,1190706
1190706,1190707
1190707,1190708
1190708,1190709
1190709,1190710
1190710,1190711
1190711,1190712
1190712,1190713
1190713,1190714
1190714,1190715
1190715,1190716
1190716,1190717
1190717,1190718
1190718,1190719
1190719,1190720
1190720,1190721
1190721,1190722
1190722,1190723
1190723,1190724
1190724,1190725
1190725,1190726
1190726,1190727
1190727,1190728
1190728,1190729
1190729,1190730
1190730,1190731
1190731,1190732
1190732,1190733
1190733,1190734
1190734,1190735
1190735,1190736
1190736,1190737
1190737,1190738
1190738,1190739
1190739,1190740
1190740,1190741
1190741,1190742
1190742,1190743
1190743,1190744
1190744,1190745
1190745,1190746
1190746,1190747
1190747,1190748
1190748,1190749
1190749,1190750
1190750,1190751
1190751,1190752
1190752,1190753
1190753,1190754
1190754,1190755
1190755,1190756
1190801,1190802
1190802,1190803
1190803,1190804
1190804,1190805
1190805,1190806
1190806,1190807
1190807,1190808
1190808,1190809
1190809,1190810
1190810,1190811
1190811,1190812
1190901,1190902
1190902,1190903
1190903,1190904
1190904,1190905
1190905,1190906
1190906,1190921
1190907,1190908
1190908,1190909
1190909,1190910
1190910,1190911
1190911,1190912
1190912,1190913
1190913,1190914
1190914,1190915
1190915,1190916
1190916,1190917
1190917,1190918
1190918,1190919
1190919,1190920
1190921,1190907
1191001,1191002
1191002,1191003
1191003,1191004
1191004,1191005
1191005,1191006
1191101,1191102
1191102,1191103
1191103,1191104
1191104,1191105
1191105,1191106
1191106,1191107
1191107,1191108
1191108,1191109
1191109,1191110
1191110,1191111
1191111,1191112
1191112,1191113
1191113,1191114
1191114,1191115
1191115,1191116
1191201,1191202
1191202,1191203
1191203,1191204
1191204,1191205
1191301,1191337
1191302,1191303
1191303,1191304
1191304,1191305
1191305,1191306
1191306,1191307
1191307,1191308
1191308,1191309
1191309,1191310
1191310,1191311
1191311,1191312
1191312,1191313
1191313,1191314
1191314,1191315
1191315,1191316
1191316,1191317
1191317,1191318
1191318,1191319
1191319,1191320
1191320,1191321
1191321,1191322
1191322,1191323
1191323,1191324
1191324,1191325
1191325,1191326
1191326,1191327
1191327,1191328
1191328,1191329
1191329,1191330
1191330,1191331
1191331,1191332
1191332,1191333
1191333,1191334
1191334,1191335
1191335,1191336
1191337,1191302
1191401,1191402
1191402,1191403
1191403,1191404
1191404,1191405
1191405,1191406
1191406,1191407
1191407,1191408
1191408,1191409
1191409,1191410
1191410,1191411
1191411,1191412
1191412,1191413
1191413,1191414
1191414,1191415
1191415,1191416
1191416,1191417
1191417,1191418
1191418,1191429
1191419,1191420
1191420,1191421
1191421,1191422
1191422,1191423
1191423,1191424
1191424,1191425
1191425,1191426
1191426,1191427
1191427,1191428
1191429,1191419
1191501,1191502
1191502,1191503
1191503,1191504
1191504,1191505
1191505,1191506
1191601,1191602
1191602,1191603
1191603,1191604
1191604,1191605
1191605,1191606
1191701,1191702
1191702,1191703
1191703,1191704
1191704,1191705
1191705,1191706
1191706,1191707
1191707,1191708
1191708,1191709
1191709,1191710
1191710,1191711
1191801,1191802
1191802,1191803
1191803,1191804
1191804,1191805
1191805,1191806
1191806,1191807
1191807,1191808
1191808,1191809
1191809,1191810
1191810,1191811
1191811,1191812
1191812,1191813
1191813,1191814
1192001,1192002
1192002,1192003
1192003,1192004
1192004,1192005
1192005,1192006
1192006,1192007
1192007,1192008
1192008,1192009
1192009,1192010
1192010,1192011
1192011,1192012
1192012,1192013
1192013,1192014
1192101,1192102
1192102,1192103
1192103,1192104
1192104,1192105
1192105,1192106
1192106,1192107
1192107,1192108
1192108,1192109
1192109,1192110
1192110,1192111
1192111,1192112
1192112,1192113
1192113,1192114
1192114,1192115
1192115,1192116
1192201,1192202
1192202,1192203
1192203,1192204
1192204,1192205
1192205,1192206
1192206,1192207
1192207,1192208
1192208,1192209
1192209,1192210
1192210,1192211
1192211,1192212
1192212,1192213
1192301,1192302
1192302,1192303
1192303,1192304
1192304,1192305
1192305,1192306
1192306,1192307
1192307,1192308
1192308,1192309
1192309,1192310
1192310,1192311
1192311,1192312
1192312,1192313
1192313,1192314
1192314,1192315
